IDENTITY	enrichment_score	unadjusted_p_value	adjusted_q_value	associated_groups	accession	gene_clusters_ids	p_dj	p_colon	N_dj	N_colon
GC_00003474	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003474	GC_00003474	0	0.0833	12	12
GC_00003463	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003463	GC_00003463	0	0.0833	12	12
GC_00003613	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003613	GC_00003613	0	0.0833	12	12
GC_00003058	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003058	GC_00003058	0	0.0833	12	12
GC_00003731	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003731	GC_00003731	0	0.0833	12	12
GC_00003632	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003632	GC_00003632	0	0.0833	12	12
GC_00003541	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003541	GC_00003541	0	0.0833	12	12
GC_00003882	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003882	GC_00003882	0	0.0833	12	12
GC_00003716	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003716	GC_00003716	0	0.0833	12	12
GC_00003215	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003215	GC_00003215	0	0.0833	12	12
GC_00003427	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003427	GC_00003427	0	0.0833	12	12
GC_00003634	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003634	GC_00003634	0	0.0833	12	12
GC_00003120	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003120	GC_00003120	0	0.0833	12	12
GC_00003429	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003429	GC_00003429	0	0.0833	12	12
GC_00003534	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003534	GC_00003534	0	0.0833	12	12
GC_00003789	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003789	GC_00003789	0	0.0833	12	12
GC_00003312	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003312	GC_00003312	0	0.0833	12	12
GC_00003642	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003642	GC_00003642	0	0.0833	12	12
GC_00003905	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003905	GC_00003905	0	0.0833	12	12
GC_00003490	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003490	GC_00003490	0	0.0833	12	12
GC_00002944	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002944	GC_00002944	0	0.0833	12	12
GC_00003108	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003108	GC_00003108	0	0.0833	12	12
GC_00003316	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003316	GC_00003316	0	0.0833	12	12
GC_00003293	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003293	GC_00003293	0	0.0833	12	12
GC_00003888	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003888	GC_00003888	0	0.0833	12	12
GC_00003100	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003100	GC_00003100	0	0.0833	12	12
GC_00003025	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003025	GC_00003025	0	0.0833	12	12
GC_00003627	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003627	GC_00003627	0	0.0833	12	12
GC_00003723	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003723	GC_00003723	0	0.0833	12	12
GC_00003612	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003612	GC_00003612	0	0.0833	12	12
GC_00003313	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003313	GC_00003313	0	0.0833	12	12
GC_00003548	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003548	GC_00003548	0	0.0833	12	12
GC_00003245	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003245	GC_00003245	0	0.0833	12	12
GC_00003919	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003919	GC_00003919	0	0.0833	12	12
GC_00003705	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003705	GC_00003705	0	0.0833	12	12
GC_00003872	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003872	GC_00003872	0	0.0833	12	12
GC_00003146	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003146	GC_00003146	0	0.0833	12	12
GC_00003296	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003296	GC_00003296	0	0.0833	12	12
GC_00003123	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003123	GC_00003123	0	0.0833	12	12
GC_00003027	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003027	GC_00003027	0	0.0833	12	12
GC_00003323	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003323	GC_00003323	0	0.0833	12	12
GC_00003844	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003844	GC_00003844	0	0.0833	12	12
GC_00002930	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002930	GC_00002930	0	0.0833	12	12
GC_00003362	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003362	GC_00003362	0	0.0833	12	12
GC_00003252	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003252	GC_00003252	0	0.0833	12	12
GC_00003267	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003267	GC_00003267	0	0.0833	12	12
GC_00003820	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003820	GC_00003820	0	0.0833	12	12
GC_00002927	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002927	GC_00002927	0	0.0833	12	12
GC_00003145	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003145	GC_00003145	0	0.0833	12	12
GC_00003787	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003787	GC_00003787	0	0.0833	12	12
GC_00003891	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003891	GC_00003891	0	0.0833	12	12
GC_00003800	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003800	GC_00003800	0	0.0833	12	12
GC_00003067	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003067	GC_00003067	0	0.0833	12	12
GC_00003451	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003451	GC_00003451	0	0.0833	12	12
GC_00003375	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003375	GC_00003375	0	0.0833	12	12
GC_00003021	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003021	GC_00003021	0	0.0833	12	12
GC_00003367	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003367	GC_00003367	0	0.0833	12	12
GC_00003777	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003777	GC_00003777	0	0.0833	12	12
GC_00003242	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003242	GC_00003242	0	0.0833	12	12
GC_00003358	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003358	GC_00003358	0	0.0833	12	12
GC_00003729	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003729	GC_00003729	0	0.0833	12	12
GC_00003576	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003576	GC_00003576	0	0.0833	12	12
GC_00003311	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003311	GC_00003311	0	0.0833	12	12
GC_00003852	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003852	GC_00003852	0	0.0833	12	12
GC_00002946	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002946	GC_00002946	0	0.0833	12	12
GC_00003260	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003260	GC_00003260	0	0.0833	12	12
GC_00003338	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003338	GC_00003338	0	0.0833	12	12
GC_00003648	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003648	GC_00003648	0	0.0833	12	12
GC_00003044	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003044	GC_00003044	0	0.0833	12	12
GC_00003272	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003272	GC_00003272	0	0.0833	12	12
GC_00003139	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003139	GC_00003139	0	0.0833	12	12
GC_00003515	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003515	GC_00003515	0	0.0833	12	12
GC_00002937	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002937	GC_00002937	0	0.0833	12	12
GC_00003405	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003405	GC_00003405	0	0.0833	12	12
GC_00003766	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003766	GC_00003766	0	0.0833	12	12
GC_00003827	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003827	GC_00003827	0	0.0833	12	12
GC_00003304	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003304	GC_00003304	0	0.0833	12	12
GC_00002978	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002978	GC_00002978	0	0.0833	12	12
GC_00003126	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003126	GC_00003126	0	0.0833	12	12
GC_00003566	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003566	GC_00003566	0	0.0833	12	12
GC_00003399	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003399	GC_00003399	0	0.0833	12	12
GC_00003629	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003629	GC_00003629	0	0.0833	12	12
GC_00003676	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003676	GC_00003676	0	0.0833	12	12
GC_00003521	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003521	GC_00003521	0	0.0833	12	12
GC_00002743	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002743	GC_00002743	0	0.0833	12	12
GC_00003623	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003623	GC_00003623	0	0.0833	12	12
GC_00003384	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003384	GC_00003384	0	0.0833	12	12
GC_00002929	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002929	GC_00002929	0	0.0833	12	12
GC_00003348	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003348	GC_00003348	0	0.0833	12	12
GC_00003711	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003711	GC_00003711	0	0.0833	12	12
GC_00003618	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003618	GC_00003618	0	0.0833	12	12
GC_00003125	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003125	GC_00003125	0	0.0833	12	12
GC_00003198	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003198	GC_00003198	0	0.0833	12	12
GC_00003626	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003626	GC_00003626	0	0.0833	12	12
GC_00003319	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003319	GC_00003319	0	0.0833	12	12
GC_00003187	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003187	GC_00003187	0	0.0833	12	12
GC_00003590	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003590	GC_00003590	0	0.0833	12	12
GC_00002931	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002931	GC_00002931	0	0.0833	12	12
GC_00003752	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003752	GC_00003752	0	0.0833	12	12
GC_00003385	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003385	GC_00003385	0	0.0833	12	12
GC_00003530	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003530	GC_00003530	0	0.0833	12	12
GC_00003818	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003818	GC_00003818	0	0.0833	12	12
GC_00003702	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003702	GC_00003702	0	0.0833	12	12
GC_00003625	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003625	GC_00003625	0	0.0833	12	12
GC_00003730	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003730	GC_00003730	0	0.0833	12	12
GC_00003002	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003002	GC_00003002	0	0.0833	12	12
GC_00003508	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003508	GC_00003508	0	0.0833	12	12
GC_00003078	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003078	GC_00003078	0	0.0833	12	12
GC_00003133	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003133	GC_00003133	0	0.0833	12	12
GC_00003694	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003694	GC_00003694	0	0.0833	12	12
GC_00003163	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003163	GC_00003163	0	0.0833	12	12
GC_00002993	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002993	GC_00002993	0	0.0833	12	12
GC_00002952	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002952	GC_00002952	0	0.0833	12	12
GC_00003357	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003357	GC_00003357	0	0.0833	12	12
GC_00003842	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003842	GC_00003842	0	0.0833	12	12
GC_00003442	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003442	GC_00003442	0	0.0833	12	12
GC_00003404	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003404	GC_00003404	0	0.0833	12	12
GC_00003013	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003013	GC_00003013	0	0.0833	12	12
GC_00003392	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003392	GC_00003392	0	0.0833	12	12
GC_00003519	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003519	GC_00003519	0	0.0833	12	12
GC_00002943	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002943	GC_00002943	0	0.0833	12	12
GC_00003748	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003748	GC_00003748	0	0.0833	12	12
GC_00003143	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003143	GC_00003143	0	0.0833	12	12
GC_00003582	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003582	GC_00003582	0	0.0833	12	12
GC_00003214	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003214	GC_00003214	0	0.0833	12	12
GC_00003059	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003059	GC_00003059	0	0.0833	12	12
GC_00003218	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003218	GC_00003218	0	0.0833	12	12
GC_00003038	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003038	GC_00003038	0	0.0833	12	12
GC_00003152	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003152	GC_00003152	0	0.0833	12	12
GC_00003217	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003217	GC_00003217	0	0.0833	12	12
GC_00003873	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003873	GC_00003873	0	0.0833	12	12
GC_00003567	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003567	GC_00003567	0	0.0833	12	12
GC_00003773	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003773	GC_00003773	0	0.0833	12	12
GC_00003571	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003571	GC_00003571	0	0.0833	12	12
GC_00003032	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003032	GC_00003032	0	0.0833	12	12
GC_00003029	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003029	GC_00003029	0	0.0833	12	12
GC_00003528	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003528	GC_00003528	0	0.0833	12	12
GC_00003254	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003254	GC_00003254	0	0.0833	12	12
GC_00003811	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003811	GC_00003811	0	0.0833	12	12
GC_00003547	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003547	GC_00003547	0	0.0833	12	12
GC_00003398	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003398	GC_00003398	0	0.0833	12	12
GC_00003816	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003816	GC_00003816	0	0.0833	12	12
GC_00003225	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003225	GC_00003225	0	0.0833	12	12
GC_00003050	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003050	GC_00003050	0	0.0833	12	12
GC_00003455	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003455	GC_00003455	0	0.0833	12	12
GC_00003091	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003091	GC_00003091	0	0.0833	12	12
GC_00003153	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003153	GC_00003153	0	0.0833	12	12
GC_00003023	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003023	GC_00003023	0	0.0833	12	12
GC_00003431	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003431	GC_00003431	0	0.0833	12	12
GC_00003444	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003444	GC_00003444	0	0.0833	12	12
GC_00003655	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003655	GC_00003655	0	0.0833	12	12
GC_00003605	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003605	GC_00003605	0	0.0833	12	12
GC_00003351	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003351	GC_00003351	0	0.0833	12	12
GC_00003077	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003077	GC_00003077	0	0.0833	12	12
GC_00003488	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003488	GC_00003488	0	0.0833	12	12
GC_00003802	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003802	GC_00003802	0	0.0833	12	12
GC_00003069	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003069	GC_00003069	0	0.0833	12	12
GC_00002949	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00002949	GC_00002949	0	0.0833	12	12
GC_00003670	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003670	GC_00003670	0	0.0833	12	12
GC_00003157	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003157	GC_00003157	0	0.0833	12	12
GC_00003734	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003734	GC_00003734	0	0.0833	12	12
GC_00003439	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003439	GC_00003439	0	0.0833	12	12
GC_00003134	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003134	GC_00003134	0	0.0833	12	12
GC_00003726	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003726	GC_00003726	0	0.0833	12	12
GC_00003246	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003246	GC_00003246	0	0.0833	12	12
GC_00003897	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003897	GC_00003897	0	0.0833	12	12
GC_00003758	1.0434783537125123	0.30701387651449075	0.862102002820061	colon	GC_00003758	GC_00003758	0	0.0833	12	12
